81	69	39	25	68	29	6
96	101	67	23	117	145	121
117	63	122	12	141	117	143
104	110	61	83	85	61	64
129	98	2	31	126	85	135
139	105	128	19	17	87	93
148	41	110	46	108	18	115
87	136	10	18	31	21	131
71	27	116	108	13	146	70
65	30	29	60	126	129	62
118	77	17	96	42	10	34
143	98	29	96	127	45	146
72	111	29	125	14	54	132
82	86	43	11	64	56	89
97	112	58	129	36	111	141
92	50	46	108	34	56	20
123	74	92	114	93	107	6
25	134	59	69	69	98	53
93	147	146	109	12	57	10
43	77	38	45	16	74	45
91	93	16	22	61	29	92
22	71	14	15	132	73	106
127	55	129	47	20	80	31
144	107	137	65	9	103	42
40	41	118	87	98	121	39
22	149	82	127	110	5	104
37	4	3	130	11	68	14
114	30	38	131	97	124	116
112	40	121	79	33	109	83
145	20	113	34	9	110	84
45	125	133	117	132	38	146
127	71	39	109	65	3	136
15	96	63	146	43	15	75
89	37	46	9	140	94	10
127	28	149	100	94	77	51
38	127	132	74	78	59	138
87	98	64	110	145	3	123
79	45	106	114	18	147	117
16	58	82	140	127	87	85
8	60	94	44	100	130	56
35	29	34	116	129	58	30
133	70	78	11	39	39	105
86	17	2	7	55	146	137
26	3	116	139	59	130	145
89	12	125	91	49	74	76
68	106	28	141	20	49	65
10	102	75	116	96	107	46
12	145	150	31	77	38	111
104	97	13	6	116	39	35
114	43	113	27	78	99	23
91	14	5	44	83	80	10
65	33	95	35	8	35	27
24	25	97	115	81	42	106
92	6	58	54	18	80	5
64	5	120	61	20	142	12
3	123	51	120	112	22	121
45	10	19	2	34	58	144
127	103	84	4	81	137	38
69	103	69	124	121	55	128
129	61	27	74	57	33	115
135	103	39	128	88	2	54
142	84	75	80	107	64	139
73	12	117	128	5	23	87
4	43	13	135	34	137	133
150	5	68	80	64	42	9
57	99	28	9	93	33	121
7	150	94	38	140	87	56
7	92	72	86	21	143	73
27	148	65	129	108	20	109
42	25	143	45	36	105	116
147	102	56	149	31	38	51
126	99	52	19	125	109	74
103	144	22	54	114	142	4
143	90	15	135	81	129	90
96	108	62	10	105	100	140
30	88	143	37	36	86	23
81	91	60	53	25	31	93
34	137	48	73	130	95	49
98	15	19	96	33	83	113
14	60	19	9	76	121	133
70	60	134	28	74	86	16
8	62	26	87	149	20	11
150	150	14	136	32	138	123
142	9	146	62	49	31	53
75	98	17	150	147	10	7
14	125	86	126	96	148	6
48	148	44	104	139	137	68
49	12	18	9	19	106	123
122	24	60	134	83	3	123
134	81	131	137	53	41	13
53	146	40	20	130	22	103
66	81	57	31	60	98	109
17	117	140	119	41	90	72
148	130	65	8	133	13	65
42	124	104	84	98	99	64
18	137	93	86	63	93	121
48	84	56	137	101	61	29
39	45	23	32	16	115	34
110	53	42	89	45	32	66
80	48	55	132	106	16	145
123	59	25	84	62	134	138
80	21	22	122	129	51	36
38	57	107	112	7	128	36
19	1	139	86	132	42	96
107	57	76	49	93	147	137
14	58	135	59	49	96	29
107	65	82	59	81	78	94
120	16	71	15	122	108	22
132	81	98	143	4	29	41
119	108	129	17	109	38	90
35	109	23	105	5	5	120
12	47	62	40	55	18	101
102	63	36	38	22	103	133
14	144	103	48	126	115	30
101	148	117	20	114	63	45
1	20	119	36	69	26	11
57	84	147	146	127	108	26
110	50	6	75	62	65	44
102	18	41	94	129	40	18
144	114	108	23	92	119	143
75	37	116	137	142	40	78
8	20	53	145	74	18	80
127	61	58	91	53	4	119
69	23	56	115	81	66	60
27	102	37	53	124	36	21
7	125	17	144	54	64	34
25	29	24	113	34	102	105
14	61	70	7	59	36	51
72	45	137	18	72	21	55
103	39	71	34	16	56	97
115	149	126	105	46	11	126
80	147	60	77	42	27	58
148	109	63	72	119	21	44
3	56	144	44	115	84	88
68	120	20	83	54	61	99
69	24	129	131	40	140	3
18	147	129	11	63	96	109
108	67	67	98	143	91	39
44	144	29	107	71	70	53
76	26	131	64	113	51	11
93	119	92	142	43	134	8
11	17	101	31	90	48	77
63	53	97	89	27	124	25
98	108	56	130	112	147	98
96	99	126	7	2	50	47
148	94	107	16	133	31	13
46	103	30	119	132	45	20
94	144	82	20	95	142	14
139	37	7	81	94	9	114
132	79	25	44	15	99	74
41	112	66	114	66	70	73
115	36	129	39	47	11	133
104	38	57	105	70	14	91
50	33	37	63	42	108	32
33	103	140	68	26	117	50
8	149	106	47	21	106	136
14	21	84	13	94	94	36
66	118	19	122	31	73	84
67	84	111	107	123	104	23
122	7	31	114	38	52	87
45	145	38	40	126	141	9
114	130	72	39	87	7	54
84	121	60	35	53	3	1
117	2	51	99	111	78	120
46	119	84	43	144	20	33
56	22	136	121	108	47	88
97	137	81	3	69	48	18
142	91	119	121	77	70	42
43	124	115	14	40	119	43
95	128	113	52	41	12	49
75	2	131	143	77	44	39
95	35	143	9	103	110	83
5	1	4	104	79	126	17
85	126	86	98	57	149	80
2	75	97	53	67	132	76
132	102	17	85	54	66	14
1	53	46	65	34	100	150
96	36	5	47	12	104	21
82	75	35	46	51	103	81
22	6	4	87	74	13	114
19	53	35	86	83	126	115
39	85	45	92	129	1	109
49	36	104	124	90	121	33
24	141	90	133	1	109	23
38	28	109	110	35	31	64
81	24	2	8	65	67	146
51	110	27	106	15	99	90
79	47	89	74	146	108	81
98	3	28	10	6	8	109
44	92	32	100	26	82	36
4	7	111	41	123	85	40
61	39	80	58	79	20	10
41	133	143	150	27	102	145
87	95	76	71	106	72	131
142	78	45	147	150	91	27
133	32	69	58	118	136	18
114	134	127	147	52	47	18
10	46	54	59	85	37	101
147	45	9	5	95	125	47
28	41	16	134	37	76	71
61	5	43	135	110	53	21
24	42	12	106	84	16	111
140	122	117	117	58	111	71
97	9	100	129	146	136	131
10	46	115	55	138	130	10
62	5	63	49	12	103	14
130	63	116	2	113	115	122
10	107	35	132	49	137	117
31	116	5	22	7	23	1
78	32	143	42	143	39	21
111	44	106	80	70	126	102
131	89	128	50	126	15	137
42	137	85	150	106	86	99
4	89	75	93	38	49	123
20	77	30	148	142	75	109
9	57	23	82	6	149	37
136	116	102	75	111	128	3
4	44	101	110	110	100	33
24	37	11	44	129	120	82
144	35	7	45	139	134	68
79	122	144	100	6	22	102
95	12	118	75	46	144	17
96	105	135	120	16	147	103
128	104	126	38	43	73	77
125	82	58	25	127	89	99
82	11	27	5	119	76	8
54	7	82	93	85	47	12
150	144	48	10	109	67	79
48	58	75	51	69	57	133
133	1	64	112	100	62	99
61	78	131	104	130	83	6
37	27	48	14	134	150	47
64	5	118	69	118	108	38
46	59	119	132	56	81	38
43	47	146	89	145	141	78
120	25	137	75	40	28	146
66	37	90	147	46	22	6
78	147	89	56	36	90	146
102	114	15	48	63	150	71
106	85	84	112	92	106	39
33	105	137	24	60	58	14
72	139	137	149	81	124	124
5	39	44	98	144	16	73
125	46	57	122	1	24	100
102	122	60	129	112	30	115
141	98	63	14	40	133	140
81	6	114	62	75	54	52
47	128	42	64	29	53	126
136	122	90	108	21	58	141
88	6	76	79	122	53	84
72	31	127	76	32	63	98
70	9	106	135	123	120	7
111	93	93	70	69	126	57
91	118	77	96	96	116	142
49	111	96	150	1	4	118
44	81	75	28	139	31	70
88	27	62	64	30	126	99
100	23	75	142	70	23	147
100	46	13	1	92	27	100
64	31	112	91	84	112	96
150	3	26	38	94	103	39
116	144	112	146	29	63	86
63	122	5	18	126	89	103
88	61	124	12	19	31	42
138	31	148	32	23	67	142
91	20	99	23	38	98	1
59	20	56	130	74	25	8
58	67	15	63	93	87	92
51	98	135	134	101	121	35
105	72	17	128	9	115	123
129	25	12	95	45	88	39
140	32	102	21	115	149	35
143	119	114	52	20	1	146
71	37	109	39	129	37	124
112	111	89	63	124	123	6
59	82	42	37	58	52	104
70	35	113	149	118	86	17
1	95	116	59	43	135	21
26	86	50	74	55	23	77
109	67	146	41	135	51	132
49	82	139	16	33	128	123
10	19	98	116	146	34	39
57	18	96	67	90	137	41
109	80	42	52	102	129	129
86	49	38	64	116	47	78
52	148	59	10	73	83	10
57	48	17	64	55	82	82
116	148	38	82	76	150	99
89	33	98	10	33	71	109
1	3	119	120	10	133	44
132	84	106	42	97	56	82
95	128	9	82	45	63	3
93	148	65	116	145	4	79
78	83	55	124	66	123	56
34	72	136	57	65	49	101
29	120	11	79	2	1	74
117	123	16	67	18	4	36
15	7	36	7	87	119	150
130	87	131	134	63	81	62
109	119	78	99	31	79	142
12	36	120	38	68	77	72
60	23	130	21	66	70	98
83	10	119	51	91	102	28
90	17	85	29	134	146	81
4	51	104	66	126	54	67
13	142	12	2	24	104	34
108	146	89	77	149	125	102
114	125	91	74	122	16	9
55	5	131	127	82	47	133
106	47	113	94	23	124	84
15	142	72	76	85	89	121
43	9	150	45	39	121	134
125	118	129	118	17	2	77
31	28	107	37	81	38	108
6	29	42	64	55	86	51
30	78	126	75	43	64	29
15	49	144	144	141	41	118
111	39	2	103	19	93	111
150	35	144	19	87	34	92
86	68	1	65	105	92	106
46	62	28	6	35	150	29
43	112	37	114	9	107	40
12	82	75	82	142	84	104
124	124	112	102	55	2	116
93	40	126	71	92	133	17
129	27	149	40	106	137	27
133	73	119	18	6	6	3
70	106	135	122	17	128	10
76	134	127	14	141	148	139
49	120	145	147	45	97	109
84	74	1	22	30	26	101
60	43	9	95	29	112	114
85	45	144	95	76	149	114
130	129	82	33	121	110	118
94	69	106	116	119	7	24
46	140	119	60	150	136	11
108	48	62	138	102	95	72
102	96	20	39	119	95	60
150	85	117	118	44	61	142
50	70	137	11	134	11	10
41	35	66	22	7	146	33
36	86	105	18	19	60	34
98	112	51	126	77	60	5
49	25	28	101	4	134	118
83	33	72	124	123	146	42
36	115	145	97	72	25	143
132	33	84	48	50	135	2
65	144	111	13	59	5	1
78	22	6	142	75	147	102
20	91	94	48	99	24	11
69	114	114	126	124	98	92
44	117	11	4	137	81	23
59	93	24	27	23	70	97
94	125	44	61	111	76	33
47	72	120	134	75	27	149
126	140	11	145	100	71	37
89	13	147	124	93	12	29
65	95	135	3	148	29	18
130	147	64	62	30	129	10
5	29	10	47	84	10	22
137	78	28	63	81	80	124
78	136	76	10	123	51	74
94	51	43	20	21	61	9
15	84	121	147	38	78	31
4	44	14	71	145	147	130
18	94	49	128	24	28	149
45	130	124	41	35	107	59
65	64	101	1	124	17	93
127	116	15	34	122	121	34
3	111	44	95	50	80	12
99	87	47	128	120	146	60
4	11	5	106	99	110	77
105	78	50	119	27	1	55
96	120	49	17	143	141	145
9	20	109	73	70	35	69
69	144	1	149	20	87	66
17	120	139	25	94	38	96
88	27	34	122	131	66	68
67	51	39	123	126	20	55
83	52	95	82	111	81	81
146	85	24	83	117	34	144
24	97	37	67	42	102	40
23	94	122	3	87	86	38
37	84	78	113	41	141	32
25	118	20	132	42	18	112
115	17	50	149	32	60	65
90	77	29	102	71	49	54
44	91	100	15	64	13	64
38	139	25	104	84	12	119
79	97	93	103	147	69	99
94	78	18	72	17	141	97
72	107	46	133	59	113	112
145	80	52	12	77	16	82
80	88	36	92	90	112	58
92	49	108	63	60	112	2
59	81	121	135	55	21	64
93	95	65	69	16	108	50
88	109	57	124	103	101	115
31	137	89	92	100	111	68
143	24	93	38	17	141	49
47	20	32	102	142	124	71
99	56	17	143	146	101	65
129	99	40	31	53	61	130
39	100	54	70	40	116	27
96	138	2	86	26	125	119
91	125	29	55	24	43	91
22	59	141	26	105	76	143
126	97	91	119	65	73	17
104	114	26	99	116	4	46
10	114	20	116	106	82	132
34	45	149	42	49	71	148
10	126	49	148	49	86	77
106	75	23	95	29	105	6
11	72	42	29	12	120	1
54	136	123	113	33	59	36
61	138	11	32	89	77	93
102	66	119	144	101	81	30
90	47	92	44	48	72	110
128	126	78	89	6	14	128
124	148	50	146	44	61	119
113	57	125	134	80	48	42
84	31	8	71	67	26	73
121	144	103	135	58	14	126
76	30	130	105	71	133	139
127	20	114	127	58	8	28
33	143	22	120	73	42	98
115	16	41	17	98	6	135
149	90	100	59	64	120	36
34	129	97	29	129	62	138
118	97	23	35	7	146	132
45	25	4	9	149	94	131
73	37	148	42	65	21	134
41	121	4	110	125	86	88
118	32	18	86	97	94	140
75	111	134	60	64	130	120
121	94	14	142	60	43	112
107	83	150	129	76	39	14
10	4	107	96	21	145	81
43	62	67	115	34	109	14
78	46	71	38	1	142	8
68	127	58	26	20	139	53
101	129	128	53	15	40	101
6	6	112	114	133	27	16
8	145	54	131	15	127	110
14	43	60	121	9	28	16
114	145	65	83	146	103	132
3	109	131	125	68	13	140
17	78	143	149	110	38	89
110	20	21	70	28	140	115
55	57	56	44	28	131	56
132	78	49	127	110	71	51
1	31	95	113	6	23	26
119	1	99	36	74	27	34
104	147	144	95	60	53	21
91	1	102	132	7	64	46
51	45	11	85	115	117	16
17	42	23	142	25	137	5
53	131	36	145	138	56	50
126	6	145	31	67	21	129
93	88	7	138	25	23	20
86	146	63	30	46	88	143
103	100	12	32	120	149	24
75	11	24	40	139	39	73
117	98	108	106	52	57	44
136	24	14	63	117	98	150
103	138	30	104	96	63	134
117	134	86	12	130	109	19
63	117	132	1	5	131	94
120	65	86	84	51	131	132
2	70	8	111	110	124	12
132	32	26	114	6	74	26
51	125	118	110	35	145	81
57	28	133	78	40	84	119
79	47	52	133	43	115	34
125	107	5	72	102	46	83
116	93	85	108	9	137	23
25	23	42	44	54	73	124
36	140	87	18	108	70	6
95	143	88	26	15	115	54
138	30	105	47	83	52	7
24	44	27	27	145	60	70
141	19	18	20	132	84	48
83	54	55	60	10	88	111
144	126	122	118	110	125	11
43	45	104	132	13	146	54
46	100	20	118	141	110	49
11	10	117	34	91	143	11
53	61	36	73	149	95	79
99	148	147	135	150	44	40
93	93	23	94	6	83	97
38	114	39	21	64	34	72
